customer_id,district,plan_tier,gender,payment_method,tenure_months,tenure_band,monthly_arpu_lkr,avg_nps_score,complaint_count_6m,late_payment_count_12m,app_usage_flag,churn_flag,churn_label,churn_date,churn_probability,priority_score,revenue_at_risk,annual_revenue_at_risk
C1009499,Gampaha,Platinum,Female,Cash,41,37-60m,8074.53,7.0,0.0,2,0,1,Churned,8/18/2025,0.58331275,4709.976298148632,4709.976298148632,56519.71557778359
C1030479,Kurunegala,Silver,Male,Auto-debit,46,37-60m,2137.72,10.0,1.0,2,1,0,Retained,,0.37262973,796.578030463457,796.578030463457,9558.936365561483
C1002707,Kalutara,Gold,Male,App,12,7-12m,4361.11,6.0,0.0,1,0,0,Retained,,0.49100882,2141.3434669202566,2141.3434669202566,25696.12160304308
C1029593,Badulla,Silver,Female,Cash,26,25-36m,1882.45,9.0,1.0,1,0,0,Retained,,0.5635411,1060.8379706710577,1060.8379706710577,12730.055648052694
C1047721,Galle,Gold,Male,Cash,51,37-60m,3566.44,4.0,1.0,1,1,0,Retained,,0.59618646,2126.263235065937,2126.263235065937,25515.158820791243
C1032461,Polonnaruwa,Basic,Male,Auto-debit,7,7-12m,1356.12,10.0,1.0,2,0,0,Retained,,0.4871754,660.6683102631569,660.6683102631569,7928.019723157882
C1043813,Jaffna,Silver,Male,Auto-debit,12,7-12m,3440.3,6.0,0.0,0,0,0,Retained,,0.3505118,1205.8657088041307,1205.8657088041307,14470.388505649567
C1044308,Matara,Basic,Male,Auto-debit,4,0-6m,1198.17,6.0,0.0,0,0,0,Retained,,0.55604696,666.238789343834,666.238789343834,7994.865472126008
C1025795,Puttalam,Basic,Male,Cash,18,13-24m,1397.35,5.0,0.0,0,0,0,Retained,,0.35111424,490.6294878318906,490.6294878318906,5887.553853982687
C1036472,Gampaha,Basic,Male,Auto-debit,5,0-6m,1651.46,7.0,0.0,0,1,0,Retained,,0.5025129,829.8799079549312,829.8799079549312,9958.558895459175
C1001921,Kandy,Basic,Male,Cash,1,0-6m,962.44,6.0,0.0,1,0,0,Retained,,0.801069,770.9808687877655,770.9808687877655,9251.770425453185
C1025941,Ampara,Gold,Female,Bank transfer,35,25-36m,3986.42,5.0,1.0,2,0,1,Churned,9/24/2025,0.54553455,2174.729845370054,2174.729845370054,26096.75814444065
C1025286,Kurunegala,Silver,Female,Cash,26,25-36m,1663.66,7.0,0.0,0,1,0,Retained,,0.37815058,629.11399777174,629.11399777174,7549.36797326088
C1016262,Ratnapura,Gold,Male,Cash,12,7-12m,4213.48,7.0,2.0,1,0,0,Retained,,0.7352585,3097.9970673727985,3097.9970673727985,37175.96480847358
C1032090,Ratnapura,Basic,Female,Bank transfer,6,0-6m,1624.41,6.0,1.0,2,0,1,Churned,2/9/2025,0.6017704,977.5218570899964,977.5218570899964,11730.262285079956
C1013330,Kalutara,Basic,Female,Auto-debit,4,0-6m,1391.81,9.0,0.0,1,0,0,Retained,,0.5221683,726.7590319693088,726.7590319693088,8721.108383631705
C1046873,Colombo,Platinum,Male,App,51,37-60m,6793.58,10.0,0.0,0,1,0,Retained,,0.5069431,3443.9585504841803,3443.9585504841803,41327.502605810165
C1014490,Puttalam,Silver,Female,Bank transfer,5,0-6m,2379.22,6.0,1.0,1,0,1,Churned,7/1/2025,0.64902735,1544.1788458728788,1544.1788458728788,18530.146150474546
C1034804,Anuradhapura,Silver,Male,Auto-debit,12,7-12m,2219.49,4.0,1.0,1,1,0,Retained,,0.46253783,1026.5980774480104,1026.5980774480104,12319.176929376124
C1003964,Kandy,Gold,Male,Auto-debit,50,37-60m,6047.38,9.0,0.0,1,0,0,Retained,,0.2531306,1530.7770170724393,1530.7770170724393,18369.32420486927
C1002855,Ratnapura,Basic,Female,Auto-debit,42,37-60m,824.26,5.0,2.0,0,1,0,Retained,,0.26664776,219.7870794427395,219.7870794427395,2637.444953312874
C1006626,Ampara,Platinum,Male,Cash,46,37-60m,7541.89,7.0,0.0,3,0,0,Retained,,0.6063385,4572.938277130127,4572.938277130127,54875.25932556152
C1012398,Colombo,Gold,Female,Auto-debit,54,37-60m,4511.67,8.0,0.0,0,0,0,Retained,,0.28275657,1275.7043206429482,1275.7043206429482,15308.45184771538
C1010198,Ampara,Basic,Male,Bank transfer,46,37-60m,1042.42,6.0,1.0,2,1,0,Retained,,0.32867593,342.6183585011959,342.6183585011959,4111.420302014351
C1015205,Kurunegala,Basic,Male,Auto-debit,19,13-24m,1468.93,5.0,2.0,1,0,0,Retained,,0.56769985,833.9113400810958,833.9113400810958,10006.93608097315
C1013085,Kurunegala,Basic,Male,Cash,8,7-12m,743.45,2.0,0.0,0,1,1,Churned,6/5/2025,0.36750165,273.21909892708067,273.21909892708067,3278.6291871249678
C1021671,Galle,Silver,Female,Auto-debit,53,37-60m,2349.96,6.0,0.0,1,1,0,Retained,,0.27598035,648.5427911710739,648.5427911710739,7782.513494052886
C1032195,Colombo,Silver,Female,Auto-debit,1,0-6m,2622.52,7.0,0.0,1,0,1,Churned,4/7/2025,0.59439033,1558.8005353093147,1558.8005353093147,18705.606423711775
C1015220,Gampaha,Silver,Female,Auto-debit,7,7-12m,2879.88,7.0,0.0,2,1,1,Churned,7/15/2025,0.50755024,1461.6837839126588,1461.6837839126588,17540.205406951907
C1001527,Matara,Silver,Male,App,43,37-60m,1976.46,5.0,0.0,1,1,0,Retained,,0.3453969,682.6631691044569,682.6631691044569,8191.958029253483
C1014798,Anuradhapura,Gold,Male,Bank transfer,42,37-60m,4527.08,8.0,0.0,0,1,0,Retained,,0.2519516,1140.6050723326207,1140.6050723326207,13687.260867991448
C1018387,Kandy,Gold,Male,Auto-debit,23,13-24m,3325.34,8.0,0.0,2,1,0,Retained,,0.40308616,1340.3985168391466,1340.3985168391466,16084.78220206976
C1024701,Kandy,Silver,Male,Auto-debit,42,37-60m,2299.02,10.0,0.0,2,1,0,Retained,,0.29711896,683.0824355828762,683.0824355828762,8196.989226994514
C1036733,Matale,Gold,Female,App,13,13-24m,5448.65,4.0,2.0,0,1,1,Churned,6/11/2025,0.5658208,3082.959573727846,3082.959573727846,36995.51488473415
C1049205,Badulla,Silver,Male,Bank transfer,9,7-12m,2975.16,7.0,1.0,1,1,0,Retained,,0.4693822,1396.4871362292765,1396.4871362292765,16757.84563475132
C1039432,Colombo,Basic,Female,Auto-debit,9,7-12m,741.79,6.0,0.0,0,0,0,Retained,,0.41342223,306.67247369647026,306.67247369647026,3680.0696843576434
C1049709,Nuwara Eliya,Platinum,Female,App,26,25-36m,9364.32,8.0,1.0,1,0,0,Retained,,0.5815513,5445.832595100403,5445.832595100403,65349.99114120483
C1015488,Matale,Basic,Female,Cash,51,37-60m,1043.74,6.0,0.0,3,1,0,Retained,,0.44011036,459.36078257024286,459.36078257024286,5512.329390842914
C1013639,Gampaha,Basic,Male,Auto-debit,46,37-60m,1303.12,7.0,0.0,1,1,0,Retained,,0.12736182,165.9677337682247,165.9677337682247,1991.6128052186964
C1009089,Galle,Basic,Female,Auto-debit,1,0-6m,1701.33,7.0,1.0,1,1,1,Churned,6/27/2025,0.6759028,1149.933683282733,1149.933683282733,13799.204199392796
C1039583,Anuradhapura,Basic,Female,Bank transfer,3,0-6m,1495.41,10.0,1.0,2,1,0,Retained,,0.608393,909.7969962841273,909.7969962841273,10917.563955409529
C1047813,Kurunegala,Silver,Male,App,7,7-12m,2399.5,9.0,2.0,0,0,0,Retained,,0.5262995,1262.8555941581726,1262.8555941581726,15154.267129898071
C1024505,Ratnapura,Gold,Female,App,43,37-60m,5259.59,7.0,0.0,0,1,0,Retained,,0.26750696,1406.9769162523746,1406.9769162523746,16883.722995028496
C1013617,Kegalle,Basic,Male,App,12,7-12m,1024.84,9.0,0.0,1,0,0,Retained,,0.34161833,350.10412858605383,350.10412858605383,4201.249543032646
C1014943,Gampaha,Basic,Male,App,34,25-36m,1346.67,8.0,3.0,1,0,1,Churned,1/30/2025,0.44346488,597.200843514204,597.200843514204,7166.410122170449
C1006239,Kilinochchi,Basic,Female,Auto-debit,1,0-6m,1313.6,8.0,0.0,1,0,1,Churned,10/4/2025,0.630066,827.6546681404113,827.6546681404113,9931.856017684935
C1038637,Badulla,Basic,Male,Auto-debit,43,37-60m,1490.21,6.0,1.0,0,1,1,Churned,8/12/2025,0.22206894,330.92934856921437,330.92934856921437,3971.152182830572
C1021503,Anuradhapura,Gold,Female,Auto-debit,17,13-24m,4360.03,10.0,0.0,0,0,0,Retained,,0.37934348,1653.9489525452254,1653.9489525452254,19847.387430542705
C1035884,Trincomalee,Basic,Male,Bank transfer,5,0-6m,1527.95,9.0,0.0,0,0,0,Retained,,0.5282657,807.1635986924172,807.1635986924172,9685.963184309006
C1010601,Puttalam,Basic,Male,Cash,11,7-12m,687.98,6.0,0.0,0,1,0,Retained,,0.49037397,337.36748324632646,337.36748324632646,4048.4097989559177
C1002764,Colombo,Platinum,Male,Auto-debit,24,13-24m,7357.51,6.0,1.0,0,0,0,Retained,,0.6197636,4559.9169784235955,4559.9169784235955,54719.00374108314
C1019383,Kurunegala,Basic,Female,Auto-debit,5,0-6m,929.63,8.0,0.0,0,1,0,Retained,,0.42846096,398.31015817284583,398.31015817284583,4779.72189807415
C1033918,Anuradhapura,Silver,Female,App,28,25-36m,2318.26,7.0,1.0,1,1,0,Retained,,0.34500688,799.8156569182873,799.8156569182873,9597.787883019448
C1011448,Kurunegala,Basic,Male,Auto-debit,3,0-6m,1269.05,9.0,0.0,0,1,1,Churned,11/30/2025,0.49898568,633.2377746120095,633.2377746120095,7598.853295344114
C1029929,Polonnaruwa,Basic,Male,App,3,0-6m,1698.7,3.0,0.0,2,1,0,Retained,,0.6932192,1177.571429347992,1177.571429347992,14130.857152175904
C1007574,Colombo,Basic,Male,Cash,3,0-6m,943.69,6.0,0.0,1,1,0,Retained,,0.60964733,575.3180922657251,575.3180922657251,6903.817107188701
C1023068,Colombo,Basic,Male,Bank transfer,11,7-12m,839.7,7.0,0.0,0,1,0,Retained,,0.36058104,302.7798996090889,302.7798996090889,3633.3587953090664
C1048821,Kegalle,Basic,Male,Bank transfer,1,0-6m,1022.37,10.0,2.0,1,0,0,Retained,,0.7267143,742.9709122127294,742.9709122127294,8915.650946552752
C1007742,Anuradhapura,Basic,Male,App,5,0-6m,1210.26,7.0,0.0,1,1,0,Retained,,0.5089376,615.9468164777755,615.9468164777755,7391.361797733307
C1049316,Ratnapura,Basic,Male,App,8,7-12m,1317.97,6.0,0.0,1,0,1,Churned,5/14/2025,0.5010741,660.4005995488167,660.4005995488167,7924.8071945858
C1046066,Colombo,Basic,Female,Auto-debit,10,7-12m,1079.39,7.0,0.0,2,0,0,Retained,,0.3584947,386.95559315502646,386.95559315502646,4643.467117860318
C1012885,Badulla,Silver,Male,App,6,0-6m,2067.61,7.0,0.0,1,0,0,Retained,,0.4532811,937.2085446089507,937.2085446089507,11246.502535307409
C1047128,Kurunegala,Silver,Female,Auto-debit,16,13-24m,2662.5,6.0,1.0,1,0,0,Retained,,0.45750397,1218.1043319404125,1218.1043319404125,14617.25198328495
C1022922,Anuradhapura,Gold,Female,Auto-debit,59,37-60m,4506.53,7.0,0.0,1,1,1,Churned,9/22/2025,0.27436912,1236.452673047781,1236.452673047781,14837.432076573372
C1007993,Badulla,Basic,Male,Auto-debit,11,7-12m,1015.38,8.0,2.0,2,0,0,Retained,,0.50994563,517.7885948324204,517.7885948324204,6213.463137989044
C1028938,Gampaha,Silver,Male,App,17,13-24m,2574.82,10.0,1.0,1,1,0,Retained,,0.42963913,1106.2434268456698,1106.2434268456698,13274.921122148036
C1020548,Kurunegala,Gold,Male,App,55,37-60m,3875.83,10.0,1.0,0,0,0,Retained,,0.34553912,1339.250898399055,1339.250898399055,16071.01078078866
C1015342,Jaffna,Gold,Male,Cash,59,37-60m,6167.95,7.0,1.0,1,1,0,Retained,,0.49316174,3041.796941396594,3041.796941396594,36501.56329675912
C1020783,Matara,Silver,Female,Auto-debit,6,0-6m,2868.01,7.0,0.0,2,1,0,Retained,,0.5623131,1612.7195360946657,1612.7195360946657,19352.634433135987
C1045334,Badulla,Silver,Female,App,4,0-6m,1305.58,6.0,0.0,0,0,0,Retained,,0.56178594,733.4564827871322,733.4564827871322,8801.477793445587
C1033428,Ampara,Basic,Male,App,9,7-12m,1568.89,6.0,1.0,1,0,0,Retained,,0.5858492,919.1329914277793,919.1329914277793,11029.595897133351
C1017120,Kandy,Gold,Female,Bank transfer,25,25-36m,4715.57,5.0,0.0,0,0,0,Retained,,0.36863732,1738.335103008747,1738.335103008747,20860.021236104963
C1032932,Kandy,Silver,Male,Bank transfer,15,13-24m,1781.96,8.0,0.0,3,1,0,Retained,,0.45886227,817.6742193543911,817.6742193543911,9812.090632252693
C1029018,Gampaha,Basic,Female,Auto-debit,7,7-12m,1134.2,5.0,0.0,2,1,0,Retained,,0.47361904,537.178719508648,537.178719508648,6446.144634103775
C1031793,Matale,Basic,Female,App,36,25-36m,1018.94,10.0,0.0,0,0,0,Retained,,0.16795543,171.13650417506696,171.13650417506696,2053.6380501008034
C1040966,Nuwara Eliya,Gold,Female,Cash,59,37-60m,2934.34,5.0,0.0,0,1,0,Retained,,0.41395608,1214.6878717762233,1214.6878717762233,14576.25446131468
C1024799,Colombo,Silver,Male,App,26,25-36m,2631.22,4.0,1.0,2,1,0,Retained,,0.5114846,1345.8285696125029,1345.8285696125029,16149.942835350033
C1048503,Matale,Silver,Female,App,15,13-24m,2946.59,5.0,2.0,0,1,0,Retained,,0.53662103,1581.2021730023623,1581.2021730023623,18974.426076028347
C1010124,Gampaha,Basic,Female,Auto-debit,1,0-6m,810.05,7.0,0.0,0,1,1,Churned,9/30/2025,0.574155,465.09423590302464,465.09423590302464,5581.130830836296
C1010186,Vavuniya,Basic,Male,Auto-debit,2,0-6m,1197.51,7.0,1.0,0,0,0,Retained,,0.60225934,721.2115797311068,721.2115797311068,8654.538956773282
C1030278,Hambantota,Basic,Female,App,19,13-24m,1491.64,6.0,1.0,1,1,0,Retained,,0.4158797,620.3427906477451,620.3427906477451,7444.113487772942
C1028528,Kandy,Silver,Male,App,41,37-60m,2260.44,4.0,1.0,0,1,0,Retained,,0.36131316,816.7267289614678,816.7267289614678,9800.720747537613
C1024178,Kegalle,Silver,Male,App,14,13-24m,2234.11,7.0,1.0,0,0,0,Retained,,0.3919734,875.7117062494159,875.7117062494159,10508.540474992991
C1031974,Gampaha,Basic,Male,Cash,3,0-6m,1056.24,10.0,0.0,0,1,0,Retained,,0.5395667,569.9119266557693,569.9119266557693,6838.943119869232
C1014627,Jaffna,Silver,Male,App,52,37-60m,3031.14,5.0,0.0,2,1,0,Retained,,0.36313164,1100.7028463673591,1100.7028463673591,13208.43415640831
C1034687,Kalutara,Gold,Male,Bank transfer,25,25-36m,4327.14,9.0,0.0,0,1,0,Retained,,0.27838695,1204.6193089556696,1204.6193089556696,14455.431707468035
C1006504,Puttalam,Basic,Male,Auto-debit,8,7-12m,775.31,8.0,1.0,1,1,0,Retained,,0.46451017,360.13938192278147,360.13938192278147,4321.672583073378
C1021419,Ratnapura,Basic,Female,App,23,13-24m,279.24,3.0,0.0,0,1,0,Retained,,0.32945865,91.99803452253342,91.99803452253342,1103.976414270401
C1024202,Matara,Silver,Female,App,12,7-12m,2434.3,7.0,1.0,2,1,0,Retained,,0.47971854,1167.7788325220347,1167.7788325220347,14013.345990264417
C1013332,Galle,Silver,Male,Bank transfer,39,37-60m,2105.11,5.0,2.0,2,1,1,Churned,10/26/2025,0.42733645,899.5902435040474,899.5902435040474,10795.082922048568
C1037708,Monaragala,Silver,Female,Auto-debit,60,37-60m,2617.17,10.0,1.0,1,1,1,Churned,4/10/2025,0.3189358,834.7092378348112,834.7092378348112,10016.510854017735
C1045217,Galle,Gold,Female,Bank transfer,27,25-36m,4332.64,6.0,0.0,2,1,1,Churned,1/3/2025,0.4653712,2016.285839147568,2016.285839147568,24195.430069770817
C1004220,Gampaha,Silver,Female,Bank transfer,44,37-60m,3013.08,2.0,3.0,0,1,0,Retained,,0.6147836,1852.392124507427,1852.392124507427,22228.705494089125
C1002545,Matale,Basic,Male,Cash,22,13-24m,1259.4,7.0,1.0,1,1,0,Retained,,0.37897408,477.27995645999914,477.27995645999914,5727.35947751999
C1001482,Batticaloa,Silver,Female,Auto-debit,31,25-36m,2067.99,6.0,1.0,1,1,0,Retained,,0.3856698,797.5612848606705,797.5612848606705,9570.735418328046
C1036350,Kurunegala,Basic,Female,Bank transfer,56,37-60m,1378.02,4.0,2.0,1,0,0,Retained,,0.14613074,201.37108322024346,201.37108322024346,2416.4529986429216
C1023181,Kalutara,Silver,Female,Auto-debit,41,37-60m,2356.23,9.0,0.0,0,1,0,Retained,,0.19833642,467.3262286537886,467.3262286537886,5607.914743845463
C1021631,Gampaha,Gold,Male,Cash,30,25-36m,4437.06,5.0,1.0,1,0,0,Retained,,0.50265306,2230.3017968022828,2230.3017968022828,26763.62156162739
C1037142,Ratnapura,Gold,Female,Bank transfer,11,7-12m,6483.34,8.0,0.0,1,1,0,Retained,,0.42789102,2774.1629397153856,2774.1629397153856,33289.95527658463
C1011922,Kurunegala,Silver,Female,Cash,19,13-24m,3258.33,6.0,1.0,0,1,0,Retained,,0.50398433,1642.1472687613964,1642.1472687613964,19705.767225136755
C1022826,Jaffna,Basic,Female,App,21,13-24m,1670.03,8.0,0.0,0,0,0,Retained,,0.23120108,386.11274375408885,386.11274375408885,4633.3529250490665
C1045079,Kandy,Silver,Female,Auto-debit,47,37-60m,2868.05,7.0,0.0,2,0,0,Retained,,0.3069562,880.3657345488668,880.3657345488668,10564.388814586402
C1030749,Galle,Silver,Male,App,17,13-24m,3515.78,9.0,1.0,0,1,0,Retained,,0.42464957,1492.974452599883,1492.974452599883,17915.693431198597
C1002950,Gampaha,Silver,Male,Auto-debit,14,13-24m,1512.28,7.0,0.0,2,0,0,Retained,,0.35213438,532.5257752931118,532.5257752931118,6390.3093035173415
C1007510,Batticaloa,Silver,Female,Auto-debit,10,7-12m,1185.81,7.0,0.0,0,1,0,Retained,,0.37909347,449.53282551348207,449.53282551348207,5394.393906161785
C1048102,Badulla,Basic,Male,App,12,7-12m,1716.54,8.0,1.0,0,1,0,Retained,,0.292527,502.1342797154188,502.1342797154188,6025.6113565850255
C1039788,Kandy,Gold,Female,Auto-debit,17,13-24m,3644.81,8.0,0.0,0,0,0,Retained,,0.3763927,1371.879848922193,1371.879848922193,16462.558187066315
C1038145,Anuradhapura,Gold,Female,App,8,7-12m,3510.26,6.0,0.0,2,1,0,Retained,,0.5497272,1929.68540620327,1929.68540620327,23156.224874439242
C1016155,Polonnaruwa,Silver,Female,Cash,28,25-36m,2812.4,8.0,0.0,2,1,0,Retained,,0.49512997,1392.5035352110863,1392.5035352110863,16710.042422533035
C1019367,Monaragala,Basic,Female,Auto-debit,5,0-6m,960.72,7.0,0.0,1,1,0,Retained,,0.5142254,494.0266487073898,494.0266487073898,5928.319784488678
C1035804,Colombo,Silver,Female,Bank transfer,7,7-12m,2559.22,10.0,0.0,2,1,1,Churned,9/15/2025,0.44855154,1147.9420609545707,1147.9420609545707,13775.30473145485
C1039118,Kurunegala,Basic,Male,Cash,13,13-24m,1427.02,6.0,0.0,1,1,0,Retained,,0.4155568,593.0078482460975,593.0078482460975,7116.09417895317
C1027419,Gampaha,Basic,Male,Bank transfer,13,13-24m,1425.75,5.0,2.0,0,1,1,Churned,3/23/2025,0.37585667,535.8776440545917,535.8776440545917,6430.5317286551
C1042286,Galle,Basic,Female,Auto-debit,5,0-6m,1208.89,9.0,1.0,2,0,1,Churned,8/22/2025,0.5568193,673.1333074223995,673.1333074223995,8077.599689068795
C1049738,Gampaha,Silver,Female,Bank transfer,46,37-60m,2243.68,6.0,0.0,0,1,0,Retained,,0.29491016,661.6840338182449,661.6840338182449,7940.208405818938
C1026643,Galle,Gold,Female,Auto-debit,27,25-36m,5774.85,8.0,1.0,0,0,0,Retained,,0.36822736,2126.457785099745,2126.457785099745,25517.493421196938
C1026976,Polonnaruwa,Silver,Female,App,16,13-24m,1524.23,9.0,0.0,1,1,0,Retained,,0.33294964,507.49182728767397,507.49182728767397,6089.901927452088
C1003014,Kalutara,Silver,Male,App,8,7-12m,2381.13,9.0,0.0,1,0,1,Churned,9/1/2025,0.45980015,1094.8439406242967,1094.8439406242967,13138.12728749156
C1008634,Colombo,Platinum,Female,Auto-debit,9,7-12m,6216.3,4.0,0.0,0,0,1,Churned,5/18/2025,0.5493317,3414.8107999026774,3414.8107999026774,40977.72959883213
C1039070,Colombo,Silver,Female,App,59,37-60m,1791.02,7.0,0.0,0,0,0,Retained,,0.2940176,526.5914251172543,526.5914251172543,6319.097101407051
C1033906,Kurunegala,Platinum,Male,Cash,23,13-24m,9826.86,7.0,0.0,0,1,0,Retained,,0.5404862,5311.2823819184305,5311.2823819184305,63735.388583021166
C1017146,Polonnaruwa,Silver,Female,Cash,37,37-60m,2853.88,6.0,1.0,0,1,0,Retained,,0.45833072,1308.0208770859242,1308.0208770859242,15696.25052503109
C1036425,Kalutara,Silver,Male,App,5,0-6m,2318.5,5.0,0.0,1,1,0,Retained,,0.56382436,1307.22676846385,1307.22676846385,15686.7212215662
C1030219,Kandy,Basic,Female,Auto-debit,10,7-12m,955.13,7.0,0.0,0,1,0,Retained,,0.30708173,293.3029719856381,293.3029719856381,3519.6356638276575
C1013241,Kandy,Basic,Male,Auto-debit,1,0-6m,862.97,8.0,0.0,0,1,0,Retained,,0.48954043,422.4587030848861,422.4587030848861,5069.504437018633
C1001280,Matale,Basic,Male,Bank transfer,51,37-60m,1376.16,10.0,0.0,0,1,0,Retained,,0.06885473,94.75512090325356,94.75512090325356,1137.0614508390427
C1027004,Gampaha,Basic,Female,Bank transfer,1,0-6m,1681.16,10.0,1.0,0,0,0,Retained,,0.6888692,1158.0993077826502,1158.0993077826502,13897.191693391802
C1019883,Matara,Silver,Male,App,35,25-36m,1467.61,7.0,2.0,1,1,0,Retained,,0.36497414,535.6396992504597,535.6396992504597,6427.676391005516
C1003819,Polonnaruwa,Gold,Female,Bank transfer,15,13-24m,3949.31,5.0,1.0,3,0,1,Churned,6/18/2025,0.63851136,2521.6792979437114,2521.6792979437114,30260.151575324537
C1016807,Colombo,Basic,Male,Cash,11,7-12m,1037.0,8.0,0.0,1,0,0,Retained,,0.4622721,479.3761755824089,479.3761755824089,5752.514106988907
C1020759,Colombo,Platinum,Female,App,16,13-24m,8095.48,7.0,0.0,2,0,0,Retained,,0.5995374,4853.542809047699,4853.542809047699,58242.51370857238
C1043124,Kalutara,Silver,Male,Cash,7,7-12m,1726.91,7.0,0.0,1,1,1,Churned,11/21/2025,0.5349916,923.8823818981648,923.8823818981648,11086.588582777978
C1018488,Kilinochchi,Silver,Male,Bank transfer,11,7-12m,2325.48,9.0,0.0,0,1,0,Retained,,0.30077577,699.4480291843414,699.4480291843414,8393.376350212096
C1002292,Batticaloa,Basic,Female,App,5,0-6m,1475.46,9.0,0.0,2,1,0,Retained,,0.4967751,732.971775316,732.971775316,8795.661303792
C1046602,Ratnapura,Silver,Male,Bank transfer,1,0-6m,1531.51,9.0,2.0,2,0,0,Retained,,0.758156,1161.1234979611636,1161.1234979611636,13933.481975533963
C1016502,Gampaha,Basic,Male,Auto-debit,6,0-6m,846.04,10.0,1.0,0,0,0,Retained,,0.4509837,381.55025220155716,381.55025220155716,4578.603026418686
C1031220,Galle,Basic,Male,Cash,2,0-6m,838.57,7.0,0.0,0,1,1,Churned,2/2/2025,0.7314714,613.3899881112576,613.3899881112576,7360.679857335092
C1002973,Ratnapura,Silver,Male,Auto-debit,15,13-24m,2079.72,5.0,1.0,0,1,0,Retained,,0.42386016,881.5104571473597,881.5104571473597,10578.125485768316
C1015265,Colombo,Gold,Female,Auto-debit,37,37-60m,4462.15,6.0,0.0,1,1,0,Retained,,0.34878817,1556.3451417192816,1556.3451417192816,18676.14170063138
C1048072,Matale,Platinum,Female,Auto-debit,40,37-60m,7224.45,9.0,0.0,0,0,0,Retained,,0.4624784,3341.1520716547966,3341.1520716547966,40093.82485985756
C1013070,Trincomalee,Silver,Female,Auto-debit,20,13-24m,2251.44,5.0,0.0,3,0,0,Retained,,0.50896955,1145.9143932151794,1145.9143932151794,13750.972718582154
C1037264,Kandy,Basic,Male,Cash,11,7-12m,805.94,7.0,1.0,0,1,1,Churned,1/28/2025,0.5374249,433.13224162817005,433.13224162817005,5197.586899538041
C1028241,Gampaha,Silver,Male,Auto-debit,16,13-24m,2496.7,8.0,1.0,0,1,0,Retained,,0.30963895,773.0755595952272,773.0755595952272,9276.906715142726
C1027141,Colombo,Basic,Male,Bank transfer,10,7-12m,875.13,7.0,0.0,0,0,0,Retained,,0.3682006,322.2233912068605,322.2233912068605,3866.6806944823265
C1033911,Galle,Basic,Male,Cash,2,0-6m,1366.19,7.0,1.0,1,0,0,Retained,,0.79325485,1083.7368466567993,1083.7368466567993,13004.842159881591
C1006045,Nuwara Eliya,Silver,Male,Auto-debit,22,13-24m,2344.7,4.0,0.0,0,1,0,Retained,,0.31720254,743.7447914391755,743.7447914391755,8924.937497270106
C1028171,Matale,Silver,Male,Cash,38,37-60m,2730.38,10.0,2.0,1,1,0,Retained,,0.51224136,1398.6135741424562,1398.6135741424562,16783.362889709475
C1039228,Galle,Silver,Male,Auto-debit,41,37-60m,2524.79,4.0,2.0,0,0,0,Retained,,0.3198525,807.5603963884711,807.5603963884711,9690.724756661653
C1017668,Hambantota,Silver,Female,Auto-debit,29,25-36m,2577.05,7.0,0.0,0,1,0,Retained,,0.1472857,379.5626127839089,379.5626127839089,4554.751353406907
C1012079,Nuwara Eliya,Silver,Female,App,11,7-12m,2952.07,6.0,1.0,0,0,1,Churned,6/23/2025,0.5568481,1643.854596452117,1643.854596452117,19726.255157425403
C1049311,Puttalam,Gold,Female,Auto-debit,16,13-24m,2066.83,9.0,0.0,0,0,0,Retained,,0.49391633,1020.8410939592122,1020.8410939592122,12250.093127510547
C1043776,Matara,Basic,Female,Auto-debit,11,7-12m,1751.83,5.0,0.0,1,0,0,Retained,,0.50336474,881.8094556313753,881.8094556313753,10581.713467576503
C1039877,Kandy,Basic,Male,Bank transfer,1,0-6m,871.57,6.0,1.0,2,0,0,Retained,,0.69457436,605.3701715278626,605.3701715278626,7264.442058334351
C1020037,Matale,Basic,Male,Bank transfer,19,13-24m,1490.19,8.0,0.0,0,0,0,Retained,,0.24424613,363.9731333434582,363.9731333434582,4367.6776001214985
C1028998,Kilinochchi,Platinum,Female,Auto-debit,28,25-36m,9619.04,7.0,0.0,4,0,0,Retained,,0.46418005,4464.96649008751,4464.96649008751,53579.59788105011
C1024001,Jaffna,Basic,Female,Cash,1,0-6m,820.82,4.0,1.0,1,1,1,Churned,6/18/2025,0.79828805,655.2507949960233,655.2507949960233,7863.00953995228
C1009363,Hambantota,Silver,Female,App,21,13-24m,2926.06,10.0,2.0,1,0,1,Churned,6/5/2025,0.47943166,1402.8458000844716,1402.8458000844716,16834.14960101366
C1020031,Hambantota,Basic,Male,Auto-debit,3,0-6m,952.38,6.0,0.0,1,1,0,Retained,,0.5120331,487.6500884413719,487.6500884413719,5851.801061296463
C1024757,Gampaha,Basic,Male,Auto-debit,5,0-6m,1273.7,10.0,0.0,0,1,1,Churned,12/16/2025,0.4538902,578.1199533820153,578.1199533820153,6937.439440584183
C1011469,Puttalam,Basic,Male,App,3,0-6m,954.01,6.0,0.0,2,1,0,Retained,,0.5356433,511.0090451258421,511.0090451258421,6132.108541510105
C1036064,Kalutara,Basic,Female,Bank transfer,8,7-12m,849.35,8.0,0.0,4,0,0,Retained,,0.40168077,341.1675599068403,341.1675599068403,4094.010718882084
